RESPID;Q2_How many powerboats do you currently own?;Q2_Cluster_Own a boat?;Q4_Approximately how much did you pay for your current Boat?;Q5_What is the horse power of your engine brand/current boat engine? (the boat you want to buy);Q6_Length of Boat (in Feet);Q8_How would you rate your experience regarding boating?;Q10_During your boating season, how many days out of the year do you typically use your boat;Q11_Gender;Q12_HOUSEHOLD income;Q13_Are you now married, widowed, divorced, separated, never married, or living with a partner?;Q14_Current Employment Status;Q17_Recommend;Q18_PurchaseFuture
225573;1;1;3;2;15;2;30;2;14;6;1;1;1
233568;0;0;4;2;23;2;30;1;18;3;1;0;1
476711;0;0;4;2;14;2;10;1;11;3;1;0;1
239784;1;1;7;2;28;3;15;2;16;1;1;0;1
422275;1;1;3;2;18;3;25;1;1;2;5;0;1
14405;1;1;2;2;18;3;25;1;12;1;2;1;0
22080;1;1;4;2;24;3;24;1;12;1;1;1;0
2208;2;1;2;2;16;2;255;1;13;1;5;1;0
11570;0;0;3;2;26;3;20;1;12;1;1;0;0
220308;2;1;2;2;16;2;50;2;1;1;2;1;0
483904;1;1;4;2;2;2;30;2;11;1;7;0;0
7290;0;0;1;2;18;1;30;2;13;1;4;0;0
4230;1;1;3;2;30;3;50;2;17;1;1;0;0
2598;1;1;1;2;16;3;60;1;13;1;1;1;0
802;1;1;4;2;28;3;10;1;19;1;5;1;0
485564;1;1;2;2;21;3;12;2;15;1;1;0;0
484841;1;1;6;2;50;3;45;1;1;1;6;1;0
23202;1;1;3;2;20;2;100;1;13;1;2;0;0
2192;1;1;4;2;24;3;45;2;13;1;7;0;0
2269;1;1;3;2;18;2;30;2;12;1;1;1;0
22307;0;0;5;2;20;3;20;1;13;1;1;0;0
2335;1;1;2;2;18;3;25;1;12;1;6;1;0
22848;1;1;3;2;22;1;15;1;13;1;1;1;0
238920;1;1;4;2;22;3;45;1;19;1;5;0;0
5736;1;1;6;2;20;1;10;2;18;1;1;0;0
1239;1;1;2;2;18;3;60;1;10;5;1;1;0
22802;0;0;3;2;20;2;15;1;14;6;1;0;0
2407;1;1;4;2;24;3;24;1;15;1;5;1;0
422435;1;1;4;2;18;3;14;1;16;5;1;0;0
8674;0;0;2;2;15;3;30;2;14;1;1;1;0
8435;0;0;2;2;24;2;45;2;11;6;6;0;0
16105;1;1;4;2;17;2;30;2;11;1;1;0;0
2136;1;1;3;2;16;3;60;1;14;1;2;1;0
482762;0;0;4;2;20;1;100;2;15;2;1;0;0
19063;0;0;1;2;10;2;40;2;14;1;1;0;0
2995;1;1;2;2;16;2;25;2;16;1;1;1;0
421195;1;1;2;2;18;3;75;1;1;1;5;0;0
8073;0;0;2;2;16;3;60;1;10;3;2;1;0
225528;1;1;5;2;21;2;15;1;14;1;2;0;0
475953;1;1;4;2;21;2;90;1;13;1;6;1;0
222359;1;1;5;2;15;1;20;2;15;1;1;0;0
362;1;1;11;2;25;3;20;2;12;1;1;0;0
14483;1;1;5;2;25;2;25;2;19;1;1;1;0
16358;0;0;3;2;18;2;120;1;10;3;5;0;0
22372;1;1;1;2;16;3;15;1;13;6;1;1;0
470785;1;1;4;2;18;2;25;1;16;1;1;0;0
484446;3;1;1;2;16;3;15;2;14;1;1;0;0
1375;1;1;2;2;17;2;50;1;11;3;6;0;0
1358;1;1;2;2;18;3;90;1;14;1;2;1;0
233270;1;1;3;2;19;3;35;1;1;1;5;0;0
227418;1;1;6;2;26;3;8;1;16;1;1;0;0
477859;2;1;2;2;16;2;30;1;15;1;4;0;0
11291;1;1;4;2;28;3;200;1;16;1;1;0;0
16114;0;0;5;2;20;4;30;1;16;4;3;1;0
2805;1;1;2;2;22;2;25;2;1;1;4;0;0
9049;0;0;4;2;25;2;16;1;12;1;1;0;0
10816;1;1;2;2;22;2;50;2;11;6;4;0;0
1635;1;1;2;2;26;2;40;2;15;1;1;0;0
18960;0;0;2;2;22;1;30;1;1;4;5;0;0
17137;1;1;2;2;16;3;20;2;13;5;1;1;0
1634;1;1;3;2;18;2;50;1;1;1;5;0;0
223466;3;1;2;2;22;3;40;2;17;1;1;1;0
20508;1;1;11;2;12;3;60;2;13;1;7;0;0
11918;1;1;6;2;30;4;35;1;13;1;1;1;0
488306;0;0;3;2;40;2;20;2;1;3;1;0;0
3161;1;1;2;2;12;2;130;2;12;1;4;1;0
3460;1;1;2;2;16;2;30;2;19;1;1;0;0
471331;1;1;1;2;16;2;10;1;11;1;1;0;0
1624;1;1;3;2;19;3;70;2;12;1;6;1;0
2500;1;1;3;2;17;2;35;1;14;3;1;0;0
2987;1;1;5;2;40;3;200;1;14;3;2;0;0
1641;1;1;5;2;24;3;40;2;12;1;1;0;0
2557;1;1;1;2;10;2;13;1;16;1;7;0;0
2861;1;1;4;2;8;3;60;2;13;1;1;1;0
1645;1;1;3;2;16;3;45;1;13;5;1;1;0
489363;1;1;2;2;20;2;48;1;15;5;1;0;0
485477;0;0;11;2;20;3;30;1;13;1;1;0;0
4194;1;1;5;2;27;2;200;2;10;2;1;0;0
234281;1;1;3;2;21;2;20;1;13;4;1;0;0
40;0;0;1;2;15;2;90;1;15;1;1;1;0
17595;1;1;4;2;20;3;45;2;12;6;2;1;0
20141;2;1;2;2;15;2;40;1;19;5;1;1;0
12335;1;1;3;2;18;2;35;2;10;1;1;0;0
2694;1;1;4;2;12;2;50;2;13;1;1;0;0
23460;1;1;2;2;20;2;45;2;12;6;2;0;0
1547;2;1;7;2;40;3;24;2;16;5;2;1;0
8591;1;1;3;2;21;3;60;1;16;1;1;1;0
471970;2;1;3;2;16;3;60;1;15;1;1;0;0
224953;1;1;4;2;20;2;30;2;12;3;2;0;0
1798;1;1;4;2;20;2;30;2;16;1;1;0;0
235044;1;1;3;2;21;3;120;1;17;1;2;1;0
485667;1;1;1;2;21;2;45;1;1;5;1;0;0
19064;1;1;6;2;17;2;35;1;14;1;1;0;0
17464;1;1;3;2;15;2;10;1;12;1;2;0;0
1763;1;1;11;2;20;2;60;2;13;3;1;1;0
229436;1;1;2;2;18;2;15;1;16;1;5;0;0
489284;1;1;1;2;20;2;15;1;19;1;2;0;0
12855;1;1;4;2;24;2;20;2;11;2;5;0;0
9653;0;0;4;2;28;2;60;1;13;1;1;0;0
17383;1;1;2;2;21;2;15;1;13;3;1;0;0
238179;1;1;3;2;20;3;40;1;13;1;5;0;0
20507;1;1;11;2;19;2;5;1;11;1;1;0;0
8151;0;0;2;2;20;3;30;2;15;1;1;0;0
18602;1;1;3;2;20;4;280;1;13;1;5;1;0
20396;1;1;2;2;25;2;60;2;11;1;5;0;0
3026;1;1;11;2;16;1;100;2;11;1;1;0;0
2215;1;1;1;2;16;2;20;1;11;1;5;0;0
2831;1;1;2;2;20;2;14;1;14;5;2;1;0
19804;3;1;3;2;20;4;20;2;12;1;1;1;0
1896;1;1;6;2;30;2;100;2;16;1;5;0;0
4174;10;1;6;2;20;2;30;2;14;1;2;0;0
486013;0;0;2;2;15;2;20;2;13;3;1;0;0
6976;1;1;2;2;18;2;25;1;10;1;2;1;0
20834;1;1;4;2;21;3;20;2;10;1;2;0;0
5299;1;1;3;2;25;2;20;2;15;1;1;0;0
14513;1;1;2;2;18;2;45;1;12;1;5;1;0
1296;1;1;5;2;32;3;150;2;14;3;2;0;0
234710;0;0;5;2;26;3;24;1;14;1;5;0;0
16467;1;1;3;2;30;2;20;1;13;1;1;0;0
23142;1;1;3;2;20;2;25;2;13;1;2;0;0
14053;1;1;2;2;16;3;20;1;17;1;1;1;0
7441;2;1;4;2;24;3;40;2;15;1;1;0;0
9094;1;1;1;2;22;2;24;2;13;6;1;0;0
4068;0;0;1;2;12;1;20;2;17;3;1;0;0
1533;1;1;3;2;24;2;25;2;12;1;4;0;0
3132;1;1;2;2;18;2;10;2;13;1;7;0;0
2263;1;1;1;2;22;1;5;2;14;1;1;0;0
484761;0;0;1;2;17;3;60;1;1;1;2;0;0
18888;1;1;1;2;16;2;20;1;12;1;5;0;0
1431;0;0;3;2;23;2;90;1;15;3;1;0;0
3245;1;1;3;2;20;3;35;1;14;5;2;0;0
6592;0;0;5;2;30;2;40;1;18;3;2;0;0
9695;2;1;11;2;18;3;40;1;16;1;1;0;0
227341;1;1;3;2;21;2;30;2;14;1;1;0;0
402;1;1;5;2;16;3;24;2;13;1;1;1;0
17441;0;0;1;2;16;3;80;1;13;1;1;0;0
471692;2;1;1;2;11;2;50;1;18;1;1;0;0
231886;1;1;3;2;22;2;80;2;17;1;1;0;0
22615;1;1;3;2;26;2;30;2;13;1;1;0;0
1911;1;1;2;2;16;3;40;1;14;1;5;0;0
3811;0;0;1;2;18;2;30;1;17;1;1;0;0
482886;1;1;4;2;26;2;60;1;10;1;6;0;0
234290;1;1;4;2;18;2;20;1;16;5;1;0;0
476090;1;1;3;2;21;3;60;1;17;1;1;0;0
240134;1;1;3;2;17;3;25;1;14;1;5;0;0
221148;1;1;3;2;33;2;50;1;15;1;1;0;0
2007;1;1;1;2;21;2;60;1;1;3;6;0;0
14530;1;1;2;2;18;4;100;1;15;1;5;0;0
2520;1;1;5;2;21;3;90;1;12;1;4;0;0
480056;3;1;1;2;16;3;30;1;14;1;5;0;0
2360;1;1;1;2;18;3;15;1;1;5;4;0;0
486672;0;0;4;2;12;3;30;1;17;6;1;0;0
220674;1;1;3;2;20;3;90;2;14;2;1;0;0
5047;2;1;2;2;26;2;30;2;15;1;1;1;0
7725;0;0;3;2;35;2;100;1;15;1;1;0;0
9836;1;1;4;2;25;2;20;1;16;1;5;0;0
16250;0;0;4;2;20;1;6;2;16;1;5;0;0
21065;1;1;2;2;15;1;14;2;13;1;7;0;0
23169;1;1;1;2;21;2;10;1;14;1;1;0;0
23210;1;1;11;2;15;2;20;2;14;1;2;0;0
233301;1;1;3;2;26;2;14;1;18;1;1;1;0
483512;1;1;2;2;18;2;32;2;16;3;4;0;0
484183;1;1;11;2;20;2;90;2;15;1;2;0;0
488661;1;1;4;2;16;2;25;2;17;1;1;0;0
228748;3;1;3;2;19;3;30;2;14;6;1;0;0
10895;1;1;2;2;18;3;30;1;16;1;5;0;0
20910;1;1;5;2;30;2;80;2;15;1;2;0;0
603;1;1;1;2;15;1;8;1;10;1;5;0;0
479317;1;1;3;2;22;4;20;1;14;3;1;0;0
1592;1;1;4;2;20;3;15;1;1;6;6;0;0
1230;1;1;2;2;18;2;25;1;16;1;1;0;0
224082;1;1;4;2;20;3;20;1;19;1;5;0;0
230618;1;1;2;2;22;3;30;1;16;1;1;0;0
2732;1;1;2;2;16;2;40;1;13;1;1;0;0
420512;1;1;1;2;18;3;35;1;1;1;5;0;0
1885;1;1;2;2;20;3;60;1;19;1;1;1;0
228804;0;0;5;2;34;3;250;1;14;1;5;0;0
2573;1;1;3;2;18;3;30;2;13;1;6;1;0
20603;1;1;5;2;30;2;30;2;12;1;1;0;0
22576;1;1;2;2;22;2;45;1;14;1;5;0;0
488288;0;0;1;2;10;1;30;2;11;1;2;0;0
2675;1;1;3;2;19;4;65;1;12;4;5;1;0
234229;1;1;5;2;28;2;23;1;13;6;1;0;0
484002;1;1;11;2;28;1;12;1;12;3;2;0;0
220115;1;1;11;2;20;2;30;2;19;1;1;0;0
7107;2;1;1;2;10;2;10;2;15;1;1;0;0
2304;1;1;2;2;17;3;150;1;11;1;5;0;0
11357;1;1;3;2;19;2;20;1;12;1;6;0;0
12389;1;1;1;2;14;2;4;1;13;1;5;0;0
482615;1;1;2;2;16;3;20;1;1;3;1;0;0
1990;1;1;1;2;14;4;25;2;1;1;4;1;0
13817;0;0;3;2;30;3;60;1;1;6;6;0;0
477734;1;1;11;2;18;4;65;1;10;1;1;1;0
8401;1;1;3;2;18;3;67;1;17;1;1;0;0
13579;1;1;3;2;10;2;3;1;13;1;1;0;0
1829;1;1;4;2;28;4;70;1;17;1;5;0;0
220364;1;1;2;2;16;1;90;1;15;3;5;0;0
13007;0;0;2;2;15;2;30;1;17;6;1;0;0
1374;2;1;4;2;24;4;60;2;16;1;1;0;0
222931;1;1;2;2;16;2;5;1;1;3;4;0;0
483515;1;1;6;2;16;2;12;2;15;1;1;0;0
10193;0;0;11;2;15;2;30;2;12;1;7;0;0
487454;0;0;7;2;35;3;25;2;19;1;2;0;1
423382;0;0;1;2;20;3;30;2;13;1;7;1;1
228994;2;1;4;2;22;3;150;1;19;1;1;1;1
470339;1;1;4;2;22;3;35;1;16;1;1;1;1
234816;1;1;3;2;25;2;10;1;14;1;1;1;1
483287;1;1;4;2;22;3;150;1;15;5;1;1;1
234986;1;1;4;2;26;4;150;2;14;1;1;0;1
232745;1;1;4;2;20;2;30;1;19;1;1;0;1
420982;1;1;5;2;30;3;100;2;12;5;1;0;1
226637;0;0;3;2;22;1;50;2;17;1;5;0;1
422346;0;0;5;2;25;2;60;2;1;5;1;1;1
234260;1;1;3;2;20;1;75;2;19;6;1;1;1
225083;0;0;4;2;20;2;30;1;12;1;1;0;1
225889;0;0;4;2;25;4;60;2;14;5;1;1;1
228781;0;0;3;2;20;2;30;1;15;5;1;0;1
473084;1;1;6;2;22;1;50;2;12;5;1;0;1
232704;0;0;4;2;20;1;12;2;15;1;7;0;1
471952;0;0;1;2;20;1;50;2;10;1;1;0;1
226317;1;1;4;2;20;2;30;2;12;1;2;1;1
485674;0;0;4;2;30;1;5;2;14;1;7;0;1
234165;1;1;3;2;20;2;30;1;11;5;3;1;1
420626;0;0;11;2;25;2;30;1;15;1;1;0;1
220331;1;1;4;2;21;3;10;2;11;1;7;1;1
470646;1;1;3;2;20;4;110;1;17;1;1;1;1
422260;1;1;2;2;20;2;20;2;1;1;4;0;1
421393;1;1;6;2;10;2;20;1;15;5;1;0;1
472460;0;0;4;2;20;1;20;1;1;5;4;1;1
420893;1;1;5;2;20;2;35;1;12;1;1;1;1
420071;0;0;5;2;30;4;240;1;12;1;5;0;1
221130;1;1;5;2;24;3;20;1;16;1;1;0;1
233382;0;0;5;2;26;2;100;1;14;4;2;0;1
477592;1;1;2;2;21;3;45;1;15;1;1;0;1
220812;1;1;3;2;16;3;37;1;15;1;1;0;1
230983;1;1;2;2;20;4;20;2;12;1;2;0;1
223277;1;1;2;2;16;3;75;1;15;1;5;1;1
488774;1;1;2;2;25;3;4;2;1;3;1;0;1
237771;1;1;4;2;28;1;50;2;16;1;1;0;1
423215;1;1;1;2;7;2;6;2;13;1;7;0;1
223521;1;1;3;2;20;2;20;2;19;1;4;0;1
230735;1;1;3;2;26;2;20;2;15;1;1;0;1
420373;1;1;1;2;25;1;30;2;1;3;1;0;1
23171;0;0;3;2;20;1;3;2;15;1;1;0;1
230924;1;1;4;2;20;2;20;1;19;1;1;0;1
240397;2;1;2;2;16;2;30;1;14;1;5;0;1
481256;0;0;7;2;20;1;3;2;14;1;3;0;1
23583;1;1;5;2;19;3;15;2;16;1;1;0;1
227702;0;0;2;2;20;1;150;1;16;5;1;0;1
231899;2;1;4;2;36;2;30;2;14;3;2;0;1
424550;0;0;2;2;20;1;15;2;1;5;4;0;1
241095;0;0;2;2;26;1;4;1;18;1;1;0;1
423314;1;1;2;2;25;2;7;2;17;5;4;0;1
234164;1;1;7;2;25;2;55;1;16;1;1;0;1
235199;1;1;3;2;20;2;15;1;17;1;5;0;1
234524;1;1;3;2;25;2;40;1;15;6;1;0;1
421264;1;1;1;2;98;2;1;2;1;1;2;1;1
223397;1;1;5;2;25;3;25;1;19;1;2;0;1
222048;2;1;6;2;30;2;100;1;19;1;5;0;1
473082;1;1;3;2;22;3;10;2;14;1;1;0;1
223767;1;1;5;2;29;4;15;2;15;1;7;0;1
1459;1;1;4;2;16;2;55;2;10;6;4;1;0
231374;1;1;1;2;16;1;15;2;1;5;1;0;0
6082;0;0;2;2;20;2;30;2;15;3;2;1;0
4549;1;1;4;2;20;2;20;1;14;1;2;1;0
19777;1;1;2;2;20;3;45;2;11;1;4;1;0
7633;1;1;4;2;15;1;5;2;11;6;2;0;0
17568;0;0;4;2;20;1;90;1;11;1;1;0;0
14644;0;0;7;2;25;2;10;1;17;1;1;1;0
13818;1;1;5;2;28;3;50;1;19;1;1;0;0
13381;1;1;6;2;5;1;2;2;15;1;3;0;0
225516;2;1;6;2;36;2;60;2;14;1;1;0;0
2366;1;1;4;2;9;2;50;1;16;1;1;0;0
14049;1;1;5;2;12;3;125;1;12;1;1;0;0
9182;0;0;5;2;64;2;30;1;12;1;2;0;0
22164;1;1;3;2;35;3;30;1;16;5;1;1;0
3646;0;0;1;2;15;1;30;2;15;1;1;0;0
232215;1;1;4;2;22;4;60;2;19;1;1;0;0
15231;1;1;2;2;10;2;1;2;16;1;1;0;0
8947;1;1;2;2;12;2;12;1;11;5;1;1;0
17248;1;1;4;2;7;3;5;1;15;1;1;0;0
1630;1;1;2;2;18;2;20;1;1;5;7;0;0
2779;2;1;7;2;20;3;50;1;16;1;1;0;0
16575;1;1;4;2;6;2;1;1;10;5;1;0;0
2691;1;1;4;2;28;2;45;2;10;3;1;0;0
20789;0;0;6;2;10;1;30;2;15;1;1;0;0
737;1;1;5;2;20;2;20;2;13;1;1;0;0
8832;0;0;4;2;20;1;90;2;11;1;1;0;0
22006;0;0;5;2;16;2;7;1;13;1;1;0;0
21151;0;0;5;2;25;1;60;2;12;5;1;0;0
5833;1;1;1;2;15;2;70;1;14;1;1;0;0
10553;0;0;4;2;20;1;2;1;11;5;1;0;0
20452;0;0;5;2;30;3;150;1;12;1;1;1;0
422104;6;1;7;2;18;2;6;1;16;1;1;0;0
19345;0;0;6;2;25;2;26;2;13;5;1;0;0
20414;1;1;5;2;30;1;100;1;16;1;1;1;0
17089;0;0;5;2;25;2;35;1;19;1;2;0;0
8285;1;1;4;2;8;2;20;1;15;1;1;0;0
1604;0;0;4;2;25;2;15;2;15;6;1;0;0
8272;0;0;3;2;20;2;30;1;14;6;2;0;0
474078;1;1;5;2;30;3;25;1;12;1;5;0;0
11147;2;1;3;2;20;1;5;2;13;1;2;0;0
481853;0;0;6;2;15;3;50;2;14;1;1;0;0
17419;1;1;5;2;20;2;30;1;19;1;1;0;0
1232;1;1;2;2;22;3;100;2;13;1;1;0;0
12379;2;1;2;2;7;2;4;2;11;1;2;0;0
3022;1;1;6;2;20;2;4;1;15;1;1;1;0
11980;0;0;11;2;33;3;20;1;13;1;2;1;0
12318;1;1;1;2;20;2;75;1;1;5;2;1;0
21684;1;1;5;2;50;2;40;1;12;5;1;0;0
12288;0;0;6;2;6;3;15;1;16;1;1;0;0
1916;2;1;5;2;20;2;50;2;13;3;4;0;0
234381;2;1;4;2;20;3;15;2;19;1;1;0;0
1111;1;1;5;2;30;2;40;2;14;1;1;0;0
6046;1;1;2;2;30;2;9;2;1;5;1;0;0
17289;1;1;4;2;15;3;39;2;12;5;1;0;0
1940;2;1;2;2;22;2;5;2;14;1;1;0;0
5173;1;1;6;2;20;2;200;1;16;1;1;0;0
14196;0;0;4;2;40;2;80;2;19;1;1;0;0
2274;1;1;5;2;35;2;11;1;16;1;1;0;0
12281;1;1;5;2;30;2;30;2;13;1;2;0;0
223951;2;1;1;2;17;2;5;2;15;1;1;0;0
421519;2;1;11;2;2;4;0;2;17;1;1;0;0
481031;0;0;3;2;26;3;72;1;12;1;1;1;0
231263;1;1;5;2;20;3;100;2;13;1;1;0;0
10;0;0;11;2;20;1;15;2;12;6;1;0;0
225147;2;1;4;2;20;3;6;1;15;1;1;0;0
6058;0;0;5;2;25;3;120;1;19;1;2;0;0
3553;1;1;3;2;15;2;10;1;14;5;1;0;0
56;0;0;2;2;34;2;1;2;1;5;1;0;0
5251;0;0;5;2;20;2;30;2;17;2;1;0;0
15228;1;1;11;2;25;2;90;2;13;3;1;0;0
17762;1;1;2;2;20;1;6;2;1;1;7;0;0
481642;1;1;2;2;18;3;20;1;19;1;2;0;0
112;0;0;4;2;22;3;35;1;13;1;2;0;0
422194;1;1;4;2;20;2;10;1;10;1;1;0;0
485693;1;1;3;2;24;4;45;2;13;1;1;0;0
23572;2;1;4;2;16;1;23;2;11;1;1;0;0
227186;5;1;7;2;20;2;15;1;18;1;1;0;0
10400;0;0;2;2;20;2;20;1;15;5;1;0;0
23076;0;0;5;2;15;3;20;1;16;1;1;0;0
487107;1;1;3;2;17;2;20;1;13;1;1;0;0
21441;0;0;2;2;20;1;100;1;13;1;1;0;0
2626;2;1;7;2;30;3;25;2;18;1;1;0;0
221646;0;0;2;2;20;2;30;1;11;1;5;0;0
9478;2;1;5;2;50;4;200;2;18;1;1;1;0
470249;1;1;2;2;18;3;20;1;14;1;2;0;0
223408;1;1;11;1;20;3;45;1;15;1;1;1;1
472590;0;0;1;1;10;1;5;2;1;6;4;0;1
233353;2;1;2;1;12;4;200;1;13;1;5;1;1
230066;1;1;3;1;20;2;100;2;13;6;1;0;1
472999;1;1;2;1;20;3;60;2;13;5;1;0;0
12657;0;0;4;1;24;4;140;2;14;6;2;0;0
2835;1;1;3;1;24;3;80;1;15;1;2;0;0
15131;0;0;4;1;20;1;18;2;15;1;7;0;0
226355;2;1;2;1;12;3;20;2;16;6;1;1;1
232492;0;0;3;1;20;2;20;1;15;5;1;1;1
471373;2;1;4;1;22;3;90;2;18;2;5;1;1
238466;1;1;2;1;20;1;20;2;11;1;2;0;1
239181;1;1;11;1;18;1;45;2;19;1;2;1;1
422477;0;0;11;1;20;1;20;1;10;6;7;0;1
473701;1;1;2;1;20;2;90;2;14;6;1;1;1
223437;0;0;3;1;20;1;20;2;16;1;1;0;1
227229;1;1;11;1;16;2;30;1;15;1;1;1;1
475956;0;0;11;1;10;1;10;2;19;1;7;0;1
226819;0;0;2;1;20;3;60;1;11;1;5;0;1
232223;0;0;3;1;20;1;20;2;16;1;1;0;1
470707;0;0;1;1;18;2;30;1;14;1;1;0;1
488249;1;1;2;1;20;3;100;2;12;1;5;0;1
480315;0;0;1;1;18;2;20;2;1;1;5;0;1
238892;1;1;2;1;20;2;15;2;15;4;1;0;1
481439;1;1;1;1;12;2;8;1;14;1;5;0;1
238378;1;1;3;1;20;2;15;2;11;5;1;0;1
225582;1;1;2;1;20;1;25;2;13;3;5;0;1
232128;1;1;2;1;20;1;15;2;18;1;1;0;1
224607;1;1;4;1;20;1;45;2;17;1;1;0;1
3019;1;1;3;1;16;3;30;2;10;1;7;1;0
4886;0;0;1;1;18;1;30;1;10;1;1;1;0
236284;1;1;6;1;20;2;60;2;16;1;1;0;0
5914;0;0;7;1;20;2;15;1;13;1;1;0;0
6720;1;1;2;1;24;3;30;2;13;1;2;0;0
20524;0;0;5;1;20;2;15;1;12;1;1;0;0
423072;0;0;5;1;12;2;15;1;1;5;4;0;0
482767;2;1;2;1;16;3;75;2;10;1;1;0;0
17147;0;0;2;1;20;1;120;1;13;1;4;0;0
7044;0;0;3;1;20;2;20;1;12;6;2;0;0
482121;1;1;1;1;20;1;40;1;16;1;1;0;0
228803;1;1;3;1;24;2;40;2;14;6;1;0;0
10378;1;1;2;1;18;1;30;2;15;4;2;0;0
483802;0;0;2;1;20;1;7;1;11;1;1;0;0
481435;1;1;10;1;12;2;90;1;15;1;1;0;0
17275;1;1;3;1;24;1;12;2;19;1;5;0;0
4995;0;0;1;1;18;2;30;2;12;6;2;0;0
475921;0;0;2;1;20;2;15;2;11;5;7;1;1
234595;1;1;1;1;20;1;20;2;15;1;1;0;1
230135;1;1;11;1;20;2;20;2;17;1;1;0;1
222223;1;1;4;1;24;3;25;2;17;1;1;1;1
234251;1;1;3;1;20;2;30;1;11;3;7;1;1
23505;1;1;11;1;17;1;10;1;16;1;1;0;1
232166;2;1;8;1;22;2;30;2;19;1;1;0;1
223075;2;1;1;1;14;2;50;2;14;1;5;0;1
11363;2;1;2;1;20;4;30;1;17;1;1;0;0
231271;1;1;3;1;18;2;20;2;16;1;1;0;0
11169;0;0;2;1;20;2;45;1;1;5;2;0;0
471281;1;1;4;1;20;3;8;2;1;3;4;1;0
486115;0;0;4;1;20;3;120;1;13;1;1;0;0
1378;1;1;3;1;18;4;90;2;17;1;2;0;0
480383;0;0;2;1;20;1;120;1;15;1;1;0;1
228828;1;1;1;1;20;2;20;2;14;1;1;0;1
222277;0;0;1;1;19;3;35;1;18;1;1;1;1
487502;2;1;1;1;16;3;50;1;1;1;6;0;1
223216;1;1;4;1;20;3;60;1;12;5;1;0;1
487071;1;1;1;1;20;2;2;2;11;4;1;0;1
471110;0;0;1;1;12;2;30;1;17;1;2;0;1
471412;0;0;5;1;20;1;2;1;12;1;1;0;1
222361;1;1;3;1;20;2;65;2;13;1;5;0;1
470777;0;0;2;1;20;1;12;1;11;1;1;0;1
478163;1;1;11;1;18;2;90;1;12;1;2;0;1
475759;0;0;4;1;20;1;12;2;13;1;1;0;1
481800;1;1;3;1;20;3;30;1;14;1;1;1;1
227739;1;1;2;1;24;1;50;2;13;1;4;0;1
232221;1;1;2;1;24;3;40;1;1;1;5;0;1
488198;1;1;2;1;19;2;15;1;15;1;1;1;1
470381;1;1;6;1;12;1;30;1;15;1;6;0;1
230941;0;0;2;1;18;2;80;1;1;1;5;0;1
227247;1;1;2;1;20;1;70;2;13;1;1;0;1
238415;1;1;2;1;18;3;120;2;16;6;1;0;1
472736;1;1;7;1;18;3;25;1;19;1;1;0;1
223913;1;1;2;1;19;3;100;1;17;1;1;0;1
228790;1;1;2;1;20;1;30;2;16;1;1;0;1
226033;2;1;3;1;19;2;30;1;14;1;5;1;1
222760;1;1;1;1;16;1;16;2;13;3;7;0;1
472013;1;1;2;1;19;2;40;1;16;1;5;0;1
232713;0;0;2;1;19;3;90;2;19;1;1;0;1
474524;1;1;2;1;18;2;30;2;17;1;4;0;1
13490;0;0;11;1;20;1;25;1;12;5;1;0;0
3499;0;0;3;1;20;3;120;1;1;3;6;1;0
232666;1;1;3;1;24;3;45;1;15;1;2;0;0
7204;1;1;1;1;13;4;30;1;1;2;2;0;0
234761;1;1;1;1;20;2;20;1;13;1;1;0;0
5249;0;0;5;1;20;2;40;2;12;1;1;0;0
472008;1;1;5;1;20;2;25;1;17;5;1;0;0
4798;2;1;2;1;20;2;30;1;18;1;5;0;0
15790;1;1;1;1;12;2;12;1;12;1;2;1;0
399;1;1;1;1;12;3;100;2;1;1;1;0;0
2008;1;1;1;1;12;1;15;1;11;1;1;1;0
233209;1;1;2;1;19;2;20;1;10;1;5;0;0
20303;1;1;1;1;20;2;30;2;1;6;2;1;0
486362;4;1;1;1;12;3;20;1;13;1;5;0;0
230821;3;1;2;1;19;4;60;1;14;6;5;0;0
1549;1;1;1;1;24;2;30;2;15;1;2;0;0
16993;1;1;3;1;24;2;10;1;15;6;2;0;0
19452;0;0;1;1;20;1;30;2;1;5;1;0;0
20243;1;1;2;1;20;2;10;1;10;1;1;0;0
479132;2;1;11;1;20;2;75;2;19;1;4;0;0
3067;1;1;11;1;18;1;10;2;1;1;1;0;0
239004;1;1;1;1;12;1;20;1;13;1;1;1;0
473647;1;1;1;1;20;4;90;1;13;1;2;0;1
236250;1;1;3;1;20;3;30;1;17;1;1;0;1
472767;1;1;3;1;20;4;200;1;11;3;1;0;1
474399;0;0;1;1;19;2;40;1;13;3;1;0;1
225564;2;1;1;1;16;3;40;1;16;1;5;0;1
420314;1;1;5;1;25;2;10;2;16;1;1;0;0
485225;3;1;3;1;16;3;40;2;18;1;1;0;0
484245;1;1;4;1;19;3;22;1;16;1;1;0;0
224990;1;1;4;1;20;2;45;1;15;1;1;0;0
17590;0;0;11;1;20;1;2;2;11;5;1;0;0
8241;0;0;3;1;24;2;100;1;11;1;1;0;0
